title,city,added,offer_id,working_hours,type_of_contract,salary,number_of_views
Technik - informatyk,Warszawa,14 lutego 2018,413493225,Pełny etat,Inny,  ,462
Młodszy pozycjoner - również dla studentów dziennych,Bydgoszcz,15 lutego 2018,253155551,Niepełny etat,Umowa zlecenie,  ,20230
"Przyjmę zlecenia, światłowody, FTTH, spawanie, wdmuchiwanie",Lublin,14 lutego 2018,415365701,Pełny etat,Umowa o pracę,  ,87
Kierownik w Salonie Plusa i Cyfrowego Polsatu,Ustroń,14 lutego 2018,407746601,Pełny etat,Umowa o pracę,  ,747
Praca od zaraz,Bielsko-Biała,14 lutego 2018,415343919,Pełny etat,Umowa o pracę,  ,503
Specjalista ds. Pozycjonowania,Poznań,14 lutego 2018,414398073,Pełny etat,Umowa zlecenie,  ,285
Doradca klienta w Salonie Plus i Cyfrowy Polsat,Giżycko,14 lutego 2018,412636661,Pełny etat,Umowa o pracę,2 500  -  4 000 zł/mies.,749
Konsultant / Kierownik Salon PLAY Gostyń,Gostyń,14 lutego 2018,409828215,Pełny etat,Umowa o pracę,  ,609
Konsultant - Salon PLAY Poznań CH PESTKA,Poznań,14 lutego 2018,409824119,Pełny etat,Umowa o pracę,  ,976
Praca w sklepie internetowym,Białystok,14 lutego 2018,412625449,Pełny etat,Inny,13  -  18 zł/godz.,1876
Grafik do sklepu internetowego,Rędziny,14 lutego 2018,398495155,Pełny etat,Umowa o pracę,3 000  -  4 000 zł/mies.,2472
Technik napraw telefonów komórkowych,Gdynia,14 lutego 2018,402266489,Pełny etat,Umowa o pracę,  ,1218
Programista PHP - system sprzedaży biletów,Wrocław,14 lutego 2018,415397861,Pełny etat,Umowa o pracę,  ,69
Web Developer ze znajomością WordPress / Front-end - HTML/CSS,Kielce,14 lutego 2018,353409594,Pełny etat,Umowa o pracę,  ,5804
Web Developer ze znajomością WordPress / Front-end - HTML/CSS,Warszawa,14 lutego 2018,311661414,Pełny etat,Umowa o pracę,  ,9590
Specjalista ds. IT,Częstochowa,15 lutego 2018,405158359,Pełny etat,Umowa o pracę,  ,698
Pracownik działu wsparcia klienta - technik informatyk,Szczecin,15 lutego 2018,415400719,Pełny etat,Inny,2 300  -  2 700 zł/mies.,82
Praca w sklepie komputerowym Carolus,Warszawa,15 lutego 2018,408647367,Pełny etat,Umowa zlecenie,  ,1748
Programista PHP,Koszalin,14 lutego 2018,415264637,Pełny etat,Umowa zlecenie,  ,102
Mid/Senior Front-End Developer,Warszawa,14 lutego 2018,354985260,Pełny etat,Umowa o pracę,  ,310
Sprzedawca w Salonie Firmowym T-Mobile w Bytomiu,Bytom,14 lutego 2018,405950531,Pełny etat,Umowa o pracę,  ,595
Sprzedawca w Salonie Firmowym T-Mobile w Katowicach,Katowice,14 lutego 2018,405946701,Pełny etat,Umowa o pracę,  ,466
Serwisant - dział : Smartfony LG,Bydgoszcz,14 lutego 2018,249148101,Pełny etat,Umowa o pracę,2 350  -  3 500 zł/mies.,15249
Large Account Manager,Toruń,14 lutego 2018,407658995,Pełny etat,Umowa o pracę,  ,433
Specjalista ds. Aplikacji Mobilnych i Urządzeń,Warszawa,14 lutego 2018,406816955,Pełny etat,Umowa o pracę,  ,190
Koordynator projektu Crm,Bielsko-Biała,14 lutego 2018,415231365,Pełny etat,Samozatrudnienie,  ,121
Instalator,Kraków,14 lutego 2018,410813147,Pełny etat,Umowa o pracę,  ,133
Junior iOS Developer,Warszawa,14 lutego 2018,415240869,Pełny etat,Umowa o pracę,  ,55
Instalator Okablowania Światłowodowego,Pruszcz Gdański,14 lutego 2018,415242763,Pełny etat,Umowa o pracę,  ,82
Konsultant Qlik Sense/QlikView,Radom,14 lutego 2018,363066702,Pełny etat,Umowa o pracę,  ,2708
Sprzedawca w Sklepie Firmowym T-Mobile w Rudzie Śląskiej,Ruda Śląska,14 lutego 2018,415232887,Pełny etat,Umowa o pracę,  ,131
Szukamy Junior Wordpress Developera,Poznań,14 lutego 2018,255711339,Pełny etat,Inny,2 300  -  3 600 zł/mies.,7457
Developer aplikacji biznesowych,Radom,14 lutego 2018,363066086,Pełny etat,Umowa o pracę,  ,3070
Młodszy specjalista SEO ds. optymalizacji stron internetowych,Wrocław,14 lutego 2018,415236645,Pełny etat,Umowa o pracę,  ,127
Grafik,Gdańsk,14 lutego 2018,415243677,Pełny etat,Umowa o pracę,  ,150
Zatrudnimy uśmiechniętą / uśmiechniętego,Jelenia Góra,13 lutego 2018,412711573,Pełny etat,Umowa o pracę,  ,1723
Monter / osoba do przyuczenia,Warszawa,14 lutego 2018,415258639,Pełny etat,Inny,  ,249
Specjalista ds. techniczno-handlowych,Łomianki,14 lutego 2018,379492101,Pełny etat,Umowa o pracę,  ,238
Telemonter - Spawanie światłowodów. Praca od już.,Gliwice,14 lutego 2018,350225456,Pełny etat,Umowa o pracę,  ,879
Informatyk,Rogoźno,14 lutego 2018,397874247,Pełny etat,Umowa o pracę,  ,1014
Obsługa Klienta - dział IT,Łódź,14 lutego 2018,397233589,Pełny etat,Umowa o pracę,  ,2290
MID PHP Developer - śląsk / zdalnie,Mikołów,14 lutego 2018,351736012,Pełny etat,Umowa o pracę,4 000  -  8 000 zł/mies.,1782
Serwisant | Urządzenia mobilne | OCA LOCA + Hardware Lutowanie,Warszawa,14 lutego 2018,412767131,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,278
"Serwisant komputerów, laptopów, tabletów",Poznań,14 lutego 2018,342798444,Pełny etat,Umowa o pracę,  ,4232
Konsultant telefoniczny - POZNAŃ - 1700 netto.,Poznań,14 lutego 2018,389456527,Pełny etat,Umowa zlecenie,  ,4184
Zespół Pozyskania Wniosków Kredytowych,Toruń,14 lutego 2018,414354997,Pełny etat,Inny,2 500  -  8 600 zł/mies.,299
Asystentów Działu Wysyłkowego / Serwisant w branży elektronicznej,Balice,14 lutego 2018,407478485,Pełny etat,Umowa o pracę,3 000  -  4 000 zł/mies.,1498
Specjalista ds. sprzedaży w sklepie internetowym,Warszawa,14 lutego 2018,403018543,Pełny etat,Umowa o pracę,  ,1512
Młodszy informatyk,Warszawa,14 lutego 2018,396116987,Pełny etat,Umowa zlecenie,  ,2200
Dąbrowa Górnicza - Specjalista ds. Sprzedaży w Salonie Orange,Dąbrowa Górnicza,14 lutego 2018,329105544,Pełny etat,Umowa o pracę,  ,1143
"Specjalista SEM (SEO, Adwords)",Kraków,14 lutego 2018,414363855,Pełny etat,Umowa o pracę,  ,156
Serwisant sprzętu komputerowego,Białystok,14 lutego 2018,415151855,Pełny etat,Inny,4 000  -  5 000 zł/mies.,267
Praca w sklepie komputerowym w Mszanie Dolnej,Mszana Dolna,14 lutego 2018,415161125,Pełny etat,Umowa o pracę,2 100  -  3 500 zł/mies.,137
Młodszy grafik,Warszawa,14 lutego 2018,407498563,Pełny etat,Umowa o pracę,4 900  -  4 901 zł/mies.,2401
Specjalista ds. Paszportyzacji Sieci,Białystok,14 lutego 2018,409769349,Pełny etat,Umowa o pracę,  ,511
Doradca klienta w sklepie T-mobile (Miastko),Miastko,14 lutego 2018,352779546,Pełny etat,Umowa o pracę,  ,1923
Kierownik i Specjalista ds.sprzedaży-salon Plus Gsm/Cyfrowego Polsatu,Słubice,14 lutego 2018,344933604,Pełny etat,Umowa o pracę,3 000  -  4 000 zł/mies.,997
Azure Architect,Gdańsk,14 lutego 2018,415153655,Pełny etat,Samozatrudnienie,  ,42
Frontend Developer,Warszawa,14 lutego 2018,353965176,Pełny etat,Umowa o pracę,  ,886
Inżynier elektroniki / telekomunikacji,Skierniewice,14 lutego 2018,415170897,Pełny etat,Umowa o pracę,4 000  -  12 000 zł/mies.,128
Instalator Systemów Alarmowych-Warszawa,Warszawa,14 lutego 2018,361666878,Pełny etat,Umowa o pracę,  ,74
Poszukiwany pracownik na stanowisko SERWISANT,Kraków,14 lutego 2018,415178173,Pełny etat,Umowa zlecenie,4 000  -  5 000 zł/mies.,325
Praca serwisant elektronik,Wrocław,14 lutego 2018,400786585,Pełny etat,Umowa o pracę,2 000  -  4 000 zł/mies.,1485
Sprzedawca w sklepie komputerowym,Rybnik,14 lutego 2018,415184447,Pełny etat,Umowa o pracę,  ,274
Zatrudnię Informatyka,Prostki,14 lutego 2018,409757585,Pełny etat,Umowa o pracę,  ,473
Specjalista IT,Katowice,14 lutego 2018,415186303,Pełny etat,Umowa o pracę,  ,144
Mid Ruby/Ruby on Rails Developer,Warszawa,14 lutego 2018,415192169,Pełny etat,Umowa o pracę,  ,57
Webmaster- stworzenie i edycja sklepu internetowego,Wrocław,14 lutego 2018,415190537,Pełny etat,Inny,  ,177
Grafik komputerowy,Radom,14 lutego 2018,386052285,Pełny etat,Umowa o pracę,  ,1639
Kierownik Sprzedaży,Bydgoszcz,14 lutego 2018,413049705,Pełny etat,Umowa o pracę,  ,646
"Sprzedawca, IT- komputery, serwery, laptopy",Lublin,14 lutego 2018,355672740,Pełny etat,Umowa o pracę,  ,1478
Referent ds. inwestycji teletechnicznych ELMO SA (Lublin),Lublin,14 lutego 2018,370167463,Pełny etat,Umowa o pracę,  ,850
Programista C#/Java/C++,Katowice,14 lutego 2018,410071833,Pełny etat,Umowa o pracę,  ,426
Asystent wdrożeniowca,Katowice,14 lutego 2018,405541721,Pełny etat,Umowa o pracę,  ,536
Poszukiwany serwisant do renomowanego serwisu GSM z doświadczeniem,Warszawa,13 lutego 2018,415053797,Pełny etat,Umowa o pracę,  ,101
Firma informatyczna zatrudni na stanowisko serwisant-sprzedawca,Warszawa,13 lutego 2018,382810749,Pełny etat,Umowa o pracę,  ,2088
PROFI - POŻ - Instalator systemów alarmowych,Bytom,13 lutego 2018,414999585,Pełny etat,Umowa o pracę,  ,152
Referent,Poznań,13 lutego 2018,409794537,Pełny etat,Umowa o pracę,  ,674
Asystent projektanta sieci telekomunikacyjnych,Poznań,13 lutego 2018,409789529,Pełny etat,Umowa o pracę,  ,420
Konsultant Obsługi Klienta Biznesowego w Ostrawie,Wodzisław Śląski,13 lutego 2018,409961851,Pełny etat,Umowa o pracę,4 000  -  5 000 zł/mies.,479
Specjalista SEO / Specjalista ds. Pozycjonowania AFTERWEB,Wrocław,13 lutego 2018,407377607,Pełny etat,Umowa o pracę,3 500  -  8 000 zł/mies.,1255
Programista Frontend/Developer Frontend na stałe,Poznań,13 lutego 2018,409730737,Pełny etat,Umowa o pracę,  ,715
Junior Web Developer (WordPress),Warszawa,13 lutego 2018,404948297,Pełny etat,Umowa o pracę,4 000  -  7 000 zł/mies.,3205
Inżynier Systemowy,Warszawa,13 lutego 2018,415058499,Pełny etat,Umowa o pracę,  ,107
Analityk,Sopot,13 lutego 2018,414694563,Niepełny etat,Umowa zlecenie,2 200  -  3 000 zł/mies.,107
Programista Java/Developer Java na stałe,Warszawa,13 lutego 2018,409731351,Pełny etat,Umowa o pracę,  ,408
Serwisant kas fiskalnych/taksometrów,Słupsk,13 lutego 2018,415057983,Pełny etat,Umowa o pracę,  ,194
Programista PHP,Warszawa,13 lutego 2018,335428384,Pełny etat,Umowa o pracę,3 000  -  4 500 zł/mies.,2920
Serwisant\Technik Elektronik Serwis Samsung Koszalin,Koszalin,13 lutego 2018,262138549,Pełny etat,Umowa o pracę,2 350  -  4 200 zł/mies.,780
Jestem Front-End Developerem ze znajomością wordpressa,Kraków,13 lutego 2018,415064653,Pełny etat,Umowa o pracę,3 700  -  4 000 zł/mies.,192
Tester oprogramowania i aparatury medycznej.,Warszawa,13 lutego 2018,325640534,Pełny etat,Umowa o pracę,3 000  -  5 000 zł/mies.,2253
Programista PHP (Back-end developer) w Money.pl,Wrocław,13 lutego 2018,407408879,Pełny etat,Umowa o pracę,  ,618
Obsługa platformy internetowej (praca przy komputerze) - INNPRO,Rybnik,13 lutego 2018,415073919,Pełny etat,Umowa o pracę,  ,394
Elektronik / pracownik serwisu,Puszczykowo,14 lutego 2018,394402709,Pełny etat,Umowa o pracę,  ,414
Pracownik do obsługi sklepu internetowego,Szczecin,13 lutego 2018,415063679,Niepełny etat,Inny,  ,424
"Elektronik do Serwisu Laptopów, serwisant",Warszawa,14 lutego 2018,100337131,Pełny etat,Umowa o pracę,  ,8063
JAVA Developer,Lublin,13 lutego 2018,408249069,Pełny etat,Umowa o pracę,  ,557
Incomtech - Praca IT - Programista PHP/JavaSE,Zielona Góra,14 lutego 2018,404379983,Pełny etat,Umowa o pracę,  ,456
Ucznia lub studenta do tworzenia i administracji www Praca z domu,Sosnowiec,14 lutego 2018,406731577,Praktyka / staż,Inny,  ,1359
Serwisant Instalacji Teletechnicznych,Olsztyn,14 lutego 2018,409302709,Pełny etat,Umowa o pracę,  ,769
IT/ Finance support part time,Kraków,13 lutego 2018,414900483,Niepełny etat,Umowa zlecenie,  ,128
Programista PHP,Szczecin,13 lutego 2018,291378783,Pełny etat,Inny,  ,6284
Drukarnia zatrudni Grafika Komputerowego,Częstochowa,14 lutego 2018,395955121,Pełny etat,Umowa o pracę,  ,177
Administrator systemu Linux,Wrocław,13 lutego 2018,409664273,Pełny etat,Umowa o pracę,  ,482
Wsparcie działu IT (możliwość pracy także dla uczniów / studentów),Myszków,13 lutego 2018,414908715,Niepełny etat,Umowa zlecenie,  ,282
Technik telekomunikacyjny,Żagań,13 lutego 2018,194858687,Pełny etat,Umowa o pracę,  ,8549
Technik Serwisu,Warszawa,13 lutego 2018,407205783,Pełny etat,Umowa o pracę,  ,1580
Account Manager,Poznań,13 lutego 2018,407562251,Pełny etat,Umowa o pracę,  ,277
Sprzedawca w salonie Plusa - Inowrocław,Inowrocław,13 lutego 2018,414883095,Pełny etat,Umowa o pracę,  ,359
Programista C - systemy embedded,Szczecin,13 lutego 2018,414073321,Pełny etat,Umowa o pracę,  ,179
Specjalista ds. obsługi klienta - praca stacjonarna -podst. 2000 netto,Częstochowa,13 lutego 2018,390429639,Pełny etat,Umowa o pracę,2 000  -  3 000 zł/mies.,3296
Zatrudnimy Administratora Aplikacji Mobilnej!,Rybnik,13 lutego 2018,414899273,Pełny etat,Umowa zlecenie,  ,109
Specjalista ds. wdrożeń systemów informatycznych,Radom,13 lutego 2018,409371547,Pełny etat,Umowa o pracę,  ,692
Informatyk programista,Batorowo,13 lutego 2018,402949055,Pełny etat,Umowa o pracę,  ,1062
Java Software Engineer,Poznań,13 lutego 2018,397148243,Pełny etat,Umowa o pracę,  ,222
Zatrudnimy Administratora Aplikacji Mobilnej!,Gliwice,13 lutego 2018,414901885,Pełny etat,Umowa zlecenie,  ,125
Poszukiwany web designer/administrator stron internetowych,Opacz Kolonia,13 lutego 2018,232043957,Pełny etat,Umowa o pracę,  ,6349
FrontEnd Developer Szczecin,Szczecin,13 lutego 2018,409591285,Pełny etat,Umowa o pracę,10 000  -  16 000 zł/mies.,606
"Informatyk/Administrator Niemcy, Pliezhausen",Łódź,13 lutego 2018,414919173,Pełny etat,Umowa o pracę,  ,117
Specjalista ds. Obsługi Klienta Salon PLAY Oława,Oława,13 lutego 2018,279075887,Pełny etat,Umowa o pracę,  ,6080
"Instalator systemów alarmowych SSWiN, monitoringu CCTV , KD, SAP, IT",Poznań,13 lutego 2018,327604008,Pełny etat,Umowa o pracę,  ,4198
Praca z domu | dodatkowa lub stała | PROMOTOR,Wrocław,13 lutego 2018,409758721,Dodatkowa / sezonowa,Inny,3 800  -  4 500 zł/mies.,1733
Promotor Usług - Praca Zdalna - Przy komputerze | Dodatkowa lub Stała,Poznań,12 lutego 2018,325254198,Dodatkowa / sezonowa,Inny,3 500  -  4 000 zł/mies.,38652
Inżynier testów (z doświadczeniem),Katowice,13 lutego 2018,330654120,Pełny etat,Umowa o pracę,  ,2792
Administrator IT,Warszawa,13 lutego 2018,414921345,Pełny etat,Inny,  ,192
Backend Magento Developer - Kraków / Rzeszów,Kraków,13 lutego 2018,409820969,Pełny etat,Umowa zlecenie,  ,146
Informatyk / Instalator sieci telekomunikacyjnych /Serwisant - Cieszyn,Cieszyn,13 lutego 2018,362795830,Pełny etat,Umowa o pracę,  ,1323
Programista PHP - Kraków / Rzeszów,Kraków,13 lutego 2018,409820095,Pełny etat,Umowa zlecenie,  ,217
Backend Magento Developer - Rzeszów / Kraków,Rzeszów,13 lutego 2018,409819111,Pełny etat,Umowa zlecenie,  ,249
Projektant Sieci Telekomunikacyjnych,Grudziądz,13 lutego 2018,412662609,Pełny etat,Umowa o pracę,2 200  -  10 000 zł/mies.,624
Junior Data Analyst - Abucoins,Poznań,13 lutego 2018,397729727,Pełny etat,Umowa zlecenie,16  -  19 zł/godz.,1006
"Konsultant ds. Sprzedaży w Salonie PLAY - Słubice, Kostrzyn nad Odrą",Gorzów Wielkopolski,13 lutego 2018,408230983,Pełny etat,Umowa o pracę,  ,274
"Konsultant ds. Sprzedaży w Salonie PLAY - Słubice, Kostrzyn nad Odrą",Kostrzyn nad Odrą,13 lutego 2018,408232809,Pełny etat,Umowa o pracę,  ,344
Programista PHP z doświadczeniem,Białystok,13 lutego 2018,414788897,Pełny etat,Umowa o pracę,  ,43
"Analityk aplikacji w MS Access, VBA - przygotowywanie dokumentacji",Warszawa,13 lutego 2018,414722063,Pełny etat,Umowa zlecenie,3 000  -  5 000 zł/mies.,115
Informatyk/serwisant/Sprzedawca NC+,Opalenica,13 lutego 2018,414789423,Pełny etat,Umowa o pracę,  ,115
DevOps Engineer,Warszawa,13 lutego 2018,414635259,Pełny etat,Inny,7 000  -  12 000 zł/mies.,114
"Junior IT Support, Poznań, 3.000-5.000 zł",Poznań,13 lutego 2018,414794909,Pełny etat,Umowa o pracę,3 000  -  5 000 zł/mies.,366
It Helpdesk,Szczecin,13 lutego 2018,406944047,Pełny etat,Umowa o pracę,  ,767
Front-end Developer,Łódź,13 lutego 2018,355258754,Pełny etat,Umowa o pracę,  ,204
"Technik, serwisant CCTV",Sosnowiec,13 lutego 2018,400252145,Pełny etat,Umowa o pracę,3 000  -  5 000 zł/mies.,693
Zatrudnię informatyka,Zabrze,13 lutego 2018,412652303,Pełny etat,Umowa o pracę,  ,920
Pracownik wsparcia technicznego,Bydgoszcz,13 lutego 2018,409287971,Dodatkowa / sezonowa,Umowa zlecenie,  ,1132
"Konsultant ds. Sprzedaży w Salonie PLAY - Słubice, Kostrzyn nad Odrą",Słubice,13 lutego 2018,331992710,Pełny etat,Umowa o pracę,  ,931
Pracownik Biura Obsługi Klienta - Milejów,Włodawa,13 lutego 2018,414441189,Pełny etat,Umowa o pracę,  ,98
Technik instalator systemów niskoprądowych,Legnica,13 lutego 2018,414850391,Pełny etat,Umowa o pracę,  ,91
Praca serwisant ## inforamatyk ## elektronik,Rydułtowy,13 lutego 2018,414843521,Pełny etat,Umowa o pracę,  ,157
PHP Web Developer (Zend framework),Warszawa,13 lutego 2018,402924279,Pełny etat,Umowa o pracę,  ,193
Programista C#,Bielsko-Biała,13 lutego 2018,414848053,Pełny etat,Umowa o pracę,  ,107
Firma Alarm Serwis zatrudni pracowników,Olsztyn,13 lutego 2018,363117564,Pełny etat,Umowa o pracę,  ,1478
Programista / Web developer,Jarocin,13 lutego 2018,375769889,Pełny etat,Inny,  ,922
Programista Salesforce (projekty wdrożeniowe),Warszawa,13 lutego 2018,414842011,Pełny etat,Umowa o pracę,  ,61
Programista C#,Katowice,13 lutego 2018,414848061,Pełny etat,Umowa o pracę,  ,95
Spawacz światłowodowy,Niepołomice,13 lutego 2018,414854341,Pełny etat,Umowa zlecenie,  ,101
Programista Java,Opole,12 lutego 2018,414573087,Pełny etat,Umowa o pracę,  ,265
"Obsługa sklepu internetowego, dodawanie produktów",Lublin,12 lutego 2018,353944400,Pełny etat,Umowa zlecenie,  ,3013
FRONT-END Developer,Kraków,13 lutego 2018,414850231,Pełny etat,Umowa o pracę,3 000  -  6 500 zł/mies.,257
Trener ICT,Kościerzyna,12 lutego 2018,414692865,Pełny etat,Samozatrudnienie,8 000  -  9 000 zł/mies.,166
Serwisant urządzeń Apple / technik / elektronik / GSM,Warszawa,12 lutego 2018,387295587,Pełny etat,Umowa zlecenie,2 500  -  4 500 zł/mies.,606
Serwisant sprzętu komputerowego i sieci komputerowych,Bydgoszcz,12 lutego 2018,412501155,Pełny etat,Umowa o pracę,  ,1457
Front-End Developer / Web Developer,Kielce,12 lutego 2018,309086128,Pełny etat,Umowa o pracę,  ,255
Informatyk,Koszalin,12 lutego 2018,412469263,Pełny etat,Umowa o pracę,  ,791
Praktykant / IT,Wrocław,12 lutego 2018,414345317,Praktyka / staż,Inny,  ,526
Sprzedawca Serwistan w sklepie komputerowym,Biłgoraj,12 lutego 2018,412580149,Pełny etat,Umowa o pracę,1 600  -  2 500 zł/mies.,915
Doradca Biznesowy Play,Kielce,13 lutego 2018,414727627,Pełny etat,Umowa zlecenie,  ,141
Programista PHP <Programujesz w PHP? Zacznij robić to dla nas!>,Łódź,13 lutego 2018,388012903,Pełny etat,Umowa o pracę,  ,1027
"Technik- serwisant gsm ,tablety ,telefony",Kielce,12 lutego 2018,409233539,Pełny etat,Umowa o pracę,2 000  -  2 500 zł/mies.,473
Serwisant systemów monitoringu CCTV (woj. mazowieckie),Warszawa,13 lutego 2018,414729243,Pełny etat,Umowa o pracę,2 500  -  3 500 zł/mies.,165
Informatyk - Inżynier Infrastruktury IT,Radom,13 lutego 2018,414744461,Pełny etat,Umowa o pracę,  ,174
Programista,Bochnia,13 lutego 2018,407609259,Pełny etat,Umowa o pracę,  ,657
Monter sieci teletechnicznych i światłowodowych - od już!,Gliwice,13 lutego 2018,148250971,Pełny etat,Umowa o pracę,  ,127
